Company,valuation,date_Joined,industry,city,country,continent,year_founded,funding,select_investors,unicorn-year,years_to_unicorn,valuation_b,fundings_b,fundings_category,valuation_efficiency
Clarify Health,$1B,05-04-2022,Health,San Francisco,United States,North America,2015,$328M,"KKR, Aspenwood Ventures, Spark Capital",2022,7,1,0.328,Low Funding,3.048780488
Coda,$1B,08-07-2021,Internet software & services,Mountain View,United States,North America,2014,$240M,"Greylock Partners, General Catalyst, Khosla Ventures",2021,7,1,0.24,Low Funding,4.166666667
Deezer,$1B,02-08-2018,Internet software & services,Paris,France,Europe,2007,$532M,"Orange Digital Ventures, Access Industries",2018,11,1,0.532,Medium Funding,1.879699248
Degreed,$1B,13-04-2021,Edtech,Pleasanton,United States,North America,2012,$318M,"Signal Peak Ventures, Owl Ventures, Jump Capital",2021,9,1,0.318,Low Funding,3.144654088
Deliverect,$1B,24-01-2022,Fintech,Ghent,Belgium,Europe,2018,$237M,"Newion Partners, SmartFin Capital, OMERS Ventures",2022,4,1,0.237,Low Funding,4.219409283
Envoy,$1B,11-01-2022,Internet software & services,San Francisco,United States,North America,2013,$170M,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital",2022,9,1,0.17,Low Funding,5.882352941
Epidemic Sound,$1B,11-03-2021,Internet software & services,Stockholm,Sweden,Europe,2009,$509M,"EQT Partners, Blackstone",2021,12,1,0.509,Medium Funding,1.964636542
Figment,$1B,20-12-2021,Internet software & services,Toronto,Canada,North America,2018,$165M,"Bonfire Ventures, Two Sigma Ventures, FJ Labs",2021,3,1,0.165,Low Funding,6.060606061
Firebolt,$1B,26-01-2022,Data management & analytics,Tel Aviv,Israel,Asia,2019,$264M,"TLV Partners, Zeev Ventures, Bessemer Venture Partners",2022,3,1,0.264,Low Funding,3.787878788
Five Star Business Finance,$1B,26-03-2021,Other,Chennai,India,Asia,1984,$456M,"Sequoia Capital India, Tiger Global Management, Tencent",2021,37,1,0.456,Low Funding,2.192982456
GupShup,$1B,08-04-2021,Internet software & services,San Francisco,United States,North America,2011,$384M,"Helion Venture Partners, Tiger Global management, CRV",2021,10,1,0.384,Low Funding,2.604166667
Kong,$1B,31-12-2020,Internet software & services,San Francisco,United States,North America,2007,$169M,"New Enterprise Associates, CRV, Index Ventures",2020,13,1,0.169,Low Funding,5.917159763
Koudai,$1B,23-10-2014,E-commerce & direct-to-consumer,Beijing,China,Asia,2010,$368M,"New Enterprise Associates, Tiger Global management, Tencent",2014,4,1,0.368,Low Funding,2.717391304
Panther Labs,$1B,02-12-2021,Cybersecurity,San Francisco,United States,North America,2018,$141M,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners",2021,3,1,0.141,Low Funding,7.092198582
Papa,$1B,04-11-2021,Health,Miami,United States,North America,2016,$241M,"Initialized Capital, Canaan Partners, Sound Ventures",2021,5,1,0.241,Low Funding,4.149377593
Pristyn Care,$1B,07-12-2021,Health,Gurugram,India,Asia,2018,$177M,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital",2021,3,1,0.177,Low Funding,5.649717514
Rebel Foods,$1B,07-10-2021,E-commerce & direct-to-consumer,Pune,India,Asia,2011,$521M,"Sequoia Capital India, Lightbox Ventures, Coatue Management",2021,10,1,0.521,Medium Funding,1.919385797
Salt Security,$1B,10-02-2022,Cybersecurity,Palo Alto,United States,North America,2016,$271M,"Y Combinator, S Capital, Tenaya Capital",2022,6,1,0.271,Low Funding,3.6900369
Scalable Capital,$1B,08-06-2021,Fintech,Munich,Germany,Europe,2014,$314M,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures",2021,7,1,0.314,Low Funding,3.184713376
SparkCognition,$1B,25-01-2022,Artificial intelligence,Austin,United States,North America,2013,$286M,"March Capital Partners, Temasek, Doha Venture Capital",2022,9,1,0.286,Low Funding,3.496503497
Stash,$1B,03-02-2021,Fintech,New York,United States,North America,2015,$426M,"Goodwater Capital, Entree Capital, Valar Ventures",2021,6,1,0.426,Low Funding,2.34741784
Symphony,$1B,16-05-2017,Fintech,New York,United States,North America,2014,$511M,"BNP Paribas, Goldman Sachs, Google",2017,3,1,0.511,Medium Funding,1.956947162
Tripledot,$1B,14-02-2022,Mobile & telecommunications,London,United Kingdom,Europe,2017,$202M,"Lightspeed Venture Partners, Access Industries, Eldridge",2022,5,1,0.202,Low Funding,4.95049505
VideoAmp,$1B,21-10-2021,Internet software & services,Los Angeles,United States,North America,2014,$382M,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners",2021,7,1,0.382,Low Funding,2.617801047
Yidian Zixun,$1B,17-10-2017,Mobile & telecommunications,Beijing,China,Asia,2021,$151M,"Phoenix New Media, Tianjin Haihe Industry Fund",2017,-4,1,0.151,Low Funding,6.622516556
Yotpo,$1B,18-03-2021,Internet software & services,New York,United States,North America,2011,$436M,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital",2021,10,1,0.436,Low Funding,2.293577982
Neon,$1B,14-02-2022,Fintech,Sao Paulo,Brazil,South America,2016,$720M,"Propel Venture Partners, Monashees+, BBVA",2022,6,1,0.72,Medium Funding,1.388888889
Veepee,$1B,02-07-2007,E-commerce & direct-to-consumer,La Plaine Saint-Denis,France,Europe,2001,Unknown,"Summit Partners, Qatar Holding",2007,6,1,,Unknown,0
Alloy,$1B,30-09-2021,Fintech,New York,United States,North America,2015,$156M,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures",2021,6,1,0.156,Low Funding,6.41025641
Epirus,$1B,14-02-2022,Other,Hawthorne,United States,North America,2018,$287M,"8VC, Bedrock Capital, Broom Ventures",2022,4,1,0.287,Low Funding,3.484320557
Klook,$1B,07-08-2018,Travel,Central,Hong Kong,Asia,2014,$722M,"Sequoia Capital China, Goldman Sachs, Matrix Partners China",2018,4,1,0.722,Medium Funding,1.385041551
Yaoshibang,$1B,15-06-2021,Health,Guangzhou,China,Asia,2015,$496M,"Green Pine Capital Partners, Ivy Capital, DCM Ventures",2021,6,1,0.496,Low Funding,2.016129032
Signifyd,$1B,15-04-2021,Fintech,San Jose,United States,North America,2011,$390M,"Menlo Ventures, Resolute Ventures, IA Ventures",2021,10,1,0.39,Low Funding,2.564102564
Motorway,$1B,29-11-2021,E-commerce & direct-to-consumer,London,United Kingdom,Europe,2017,$276M,"Marchmont Ventures, BMW i Ventures, Index Ventures",2021,4,1,0.276,Low Funding,3.623188406
RIDI,$1B,24-01-2022,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2008,$178M,"Atinum Investment, Company K Partners, GIC",2022,14,1,0.178,Low Funding,5.617977528
Athletic Greens,$1B,25-01-2022,Health,New York,United States,North America,2010,$115M,"SC.Holdings, Not Boring Capital, Bolt Ventures",2022,12,1,0.115,Low Funding,8.695652174
GPclub,$1B,22-10-2018,Other,Seoul,South Korea,Asia,2003,$67M,Goldman Sachs,2018,15,1,0.067,Low Funding,14.92537313
Grove Collaborative,$1B,06-09-2019,E-commerce & direct-to-consumer,San Francisco,United States,North America,2016,$475M,"MHS Capital, NextView Ventures, Mayfield Fund",2019,3,1,0.475,Low Funding,2.105263158
Tongdun Technology,$1B,25-04-2019,Cybersecurity,Hangzhou,China,Asia,2013,$252M,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.",2019,6,1,0.252,Low Funding,3.968253968
Unisound,$1B,19-07-2018,Artificial intelligence,Beijing,China,Asia,2012,$361M,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures",2018,6,1,0.361,Low Funding,2.770083102
Betterment,$1B,29-09-2021,Fintech,New York,United States,North America,2010,$335M,"Bessemer Venture Partners, Menlo Ventures, Anthermis",2021,11,1,0.335,Low Funding,2.985074627
Cava Group,$1B,27-04-2021,Other,Washington,United States,North America,2010,$738M,"SWaN & Legend Ventures, Revolution Growth, Invus Group",2021,11,1,0.738,Medium Funding,1.35501355
CoinTracker,$1B,27-01-2022,Fintech,San Francisco,United States,North America,2017,$102M,"Initialized Capital, General Catalyst, Kraken Ventures",2022,5,1,0.102,Low Funding,9.803921569
DistroKid,$1B,16-08-2021,Internet software & services,New York,United States,North America,2013,Unknown,"Insight Partners, Silversmith Capital Partners, Spotify",2021,8,1,,Unknown,0
Domestika,$1B,27-01-2022,Internet software & services,Berkeley,United States,North America,2012,$130M,"Zeev Ventures, GSV Ventures",2022,10,1,0.13,Low Funding,7.692307692
Flock Freight,$1B,20-10-2021,"Supply chain, logistics, & delivery",Encinitas,United States,North America,2015,$399M,"SignalFire, GLP Capital Partners, Google Ventures",2021,6,1,0.399,Low Funding,2.506265664
InSightec,$1B,06-03-2020,Health,Tirat Carmel,Israel,Asia,1999,$633M,"York Capital Management, GE Healthcare, Koch Disruptive Technologies",2020,21,1,0.633,Medium Funding,1.579778831
Island,$1B,23-03-2022,Internet software & services,Dallas,United States,North America,2020,$215M,"Insight Partners, Sequoia Capital, Stripes Group",2022,2,1,0.215,Low Funding,4.651162791
iTrustCapital,$1B,11-01-2022,Fintech,Long Beach,United States,North America,2018,$128M,"Left Lane Capital, Walden Venture Capital",2022,4,1,0.128,Low Funding,7.8125
Konfio,$1B,29-09-2021,Fintech,Mexico City,Mexico,North America,2013,$378M,"Kaszek Ventures, QED Investors, International Finance Corporation",2021,8,1,0.378,Low Funding,2.645502646
LinkTree,$1B,16-03-2022,Internet software & services,Melbourne,Australia,Oceania,2016,$166M,"AirTree Ventures, Insight Partners, Index Ventures",2022,6,1,0.166,Low Funding,6.024096386
Loadsmart,$1B,01-02-2022,"Supply chain, logistics, & delivery",New York,United States,North America,2014,$336M,"Chromo Invest, Maersk Growth, BlackRock",2022,8,1,0.336,Low Funding,2.976190476
Lukka,$1B,14-01-2022,Fintech,New York,United States,North America,2014,$201M,"Liberty City Ventures, Soros Fund Management, Summer Capital",2022,8,1,0.201,Low Funding,4.975124378
Manner,$1B,24-12-2020,Other,Shanghai,China,Asia,2015,$10M,"Coatue Management, H Capital, Capital Today",2020,5,1,0.01,Low Funding,100
The Brandtech Group,$1B,19-11-2019,Other,New York,United States,North America,2015,$610M,Undisclosed,2019,4,1,0.61,Medium Funding,1.639344262
TravelPerk,$1B,12-01-2022,Travel,Barcelona,Spain,Europe,2015,$408M,"LocalGlobe, Kinnevik, Felix Capital",2022,7,1,0.408,Low Funding,2.450980392
YugaByte,$1B,28-10-2021,Data management & analytics,Sunnyvale,United States,North America,2016,$291M,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures",2021,5,1,0.291,Low Funding,3.436426117
Intercom,$1B,27-03-2018,Internet software & services,San Francisco,United States,North America,2011,$241M,"FirstMark Capital, Tiger Global Management",2018,7,1,0.241,Low Funding,4.149377593
OVO Energy,$1B,14-02-2019,Other,Bristol,United Kingdom,Europe,2009,$324M,"Mitsubishi Corporation, Mayfair Equity Partners",2019,10,1,0.324,Low Funding,3.086419753
BigID,$1B,16-12-2020,Cybersecurity,New York,United States,North America,2015,$246M,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners",2020,5,1,0.246,Low Funding,4.06504065
CaptivateIQ,$1B,26-01-2022,Fintech,San Francisco,United States,North America,2014,$165M,"Sequoia Capital, Y Combinator, Accel",2022,8,1,0.165,Low Funding,6.060606061
Flipdish,$1B,13-01-2022,Internet software & services,Dublin,Ireland,Europe,2015,$157M,"Tencent Holdings, Tiger Global Management, Global Founders Capital",2022,7,1,0.157,Low Funding,6.369426752
Honor Technology,$1B,05-10-2021,Internet software & services,San Francisco,United States,North America,2014,$325M,"Andreessen Horowitz, Prosus Ventures, Thrive Capital",2021,7,1,0.325,Low Funding,3.076923077
Incode Technologies,$1B,07-12-2021,Cybersecurity,San Francisco,United States,North America,2015,$257M,"Dila Capital, Framework Ventures, 3L",2021,6,1,0.257,Low Funding,3.891050584
Kuaikan Manhua,$1B,01-12-2017,Internet software & services,Beijing,China,Asia,2014,$594M,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings",2017,3,1,0.594,Medium Funding,1.683501684
Marshmallow,$1B,08-09-2021,Fintech,London,United Kingdom,Europe,2017,$116M,"Passion Capital, Hedosophia, Outrun Ventures",2021,4,1,0.116,Low Funding,8.620689655
Mythical Games,$1B,04-11-2021,Internet software & services,Sherman Oaks,United States,North America,2018,$260M,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group",2021,3,1,0.26,Low Funding,3.846153846
Route,$1B,21-01-2022,"Supply chain, logistics, & delivery",Lehi,United States,North America,2018,$482M,"Madrona Venture Group, Banner Ventures, FJ Labs",2022,4,1,0.482,Low Funding,2.074688797
Tackle.io,$1B,21-12-2021,Internet software & services,Boise,United States,North America,2016,$148M,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management",2021,5,1,0.148,Low Funding,6.756756757
Nexii,$1B,08-09-2021,Other,Vancouver,Canada,North America,2020,$45M,"Trane Technologies, Honeywell",2021,1,1,0.045,Low Funding,22.22222222
GalaxySpace,$1B,17-11-2020,Mobile & telecommunications,Beijing,China,Asia,2016,$14M,"Shunwei Capital Partners, 5Y Capital, Legend Capital",2020,4,1,0.014,Low Funding,71.42857143
Insider,$1B,28-02-2022,Internet software & services,Istanbul,Turkey,Europe,2012,$167M,"Wamda Capital, Endeavor, Riverwood Capital",2022,10,1,0.167,Low Funding,5.988023952
Spiber,$1B,08-09-2021,Other,Tsuruoka,Japan,Asia,2007,$520M,"Cool Japan Fund, JAFCO, The Carlyle Group",2021,14,1,0.52,Medium Funding,1.923076923
Ada Support,$1B,07-05-2021,Artificial intelligence,Toronto,Canada,North America,2016,$191M,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital",2021,5,1,0.191,Low Funding,5.235602094
AgentSync,$1B,07-12-2021,Fintech,Denver,United States,North America,2018,$111M,"Craft Ventures, Caffeinated Capital, Operator Collective",2021,3,1,0.111,Low Funding,9.009009009
Alation,$1B,03-06-2021,Internet software & services,Redwood City,United States,North America,2012,$192M,"Costanoa Ventures, Data Collective, Salesforce Ventures",2021,9,1,0.192,Low Funding,5.208333333
BigPanda,$1B,12-01-2022,Artificial intelligence,Mountain View,United States,North America,2012,$317M,"Advent International, Battery Ventures, Sequoia Capital Israel",2022,10,1,0.317,Low Funding,3.154574132
CarDekho,$1B,13-10-2021,E-commerce & direct-to-consumer,Jaipur,India,Asia,2008,$448M,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management",2021,13,1,0.448,Low Funding,2.232142857
Copado,$1B,13-09-2021,Data management & analytics,Chicago,United States,North America,2013,$271M,"Insight Partners, Salesforce Ventures, Perpetual Investors",2021,8,1,0.271,Low Funding,3.6900369
DailyPay,$1B,18-05-2021,Fintech,New York,United States,North America,2016,$189M,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners",2021,5,1,0.189,Low Funding,5.291005291
FloQast,$1B,21-07-2021,Fintech,Los Angeles,United States,North America,2013,$230M,"Polaris Partners, Insight Partners, Norwest Venture Partners",2021,8,1,0.23,Low Funding,4.347826087
Gem,$1B,28-09-2021,Internet software & services,San Francisco,United States,North America,2017,$148M,"Accel, Greylock Partners, Meritech Capital Partners",2021,4,1,0.148,Low Funding,6.756756757
GrubMarket,$1B,14-09-2021,E-commerce & direct-to-consumer,San Francisco,United States,North America,2013,$382M,"GGV Capital, BlackRock, ACE & Company",2021,8,1,0.382,Low Funding,2.617801047
Helium Systems,$1B,22-02-2022,Internet software & services,San Francisco,United States,North America,2013,$365M,"FirstMark Capital, Tiger Global Management, FTX Venture",2022,9,1,0.365,Low Funding,2.739726027
Inari,$1B,12-05-2021,Other,Cambridge,United States,North America,2016,$337M,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai",2021,5,1,0.337,Low Funding,2.96735905
Jokr,$1B,02-12-2021,E-commerce & direct-to-consumer,New York,United States,North America,2021,$430M,"GGV Capital, Tiger Global Management, Greycroft",2021,0,1,0.43,Low Funding,2.325581395
LivSpace,$1B,08-02-2022,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,$427M,"Jungle Ventures, Helion Venture Partners, INGKA Investments",2022,7,1,0.427,Low Funding,2.341920375
Merama,$1B,09-12-2021,E-commerce & direct-to-consumer,Mexico City,Mexico,North America,2020,$345M,"SoftBank Latin America Fund, Advent International, Balderton Capital",2021,1,1,0.345,Low Funding,2.898550725
MindTickle,$1B,03-08-2021,Internet software & services,San Francisco,United States,North America,2012,$281M,"Qualcomm Ventures, Accel, Canaan Partners",2021,9,1,0.281,Low Funding,3.558718861
MyGlamm,$1B,10-11-2021,E-commerce & direct-to-consumer,Mumbai,India,Asia,2015,$310M,"L'Occitane, Trifecta Capital, Bessemer Venture Partners",2021,6,1,0.31,Low Funding,3.225806452
Oda,$1B,02-06-2021,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2013,$337M,"Kinnevik, Softbank Group, Prosus Ventures",2021,8,1,0.337,Low Funding,2.96735905
Offchain Labs,$1B,31-08-2021,Internet software & services,Princeton,United States,North America,2018,$124M,"Pantera Capital, Polychain Capital, Lightspeed Venture Partners",2021,3,1,0.124,Low Funding,8.064516129
Phantom,$1B,31-01-2022,Fintech,San Francisco,United States,North America,2021,$118M,"Paradigm, Andreessen Horowitz, Jump Capital",2022,1,1,0.118,Low Funding,8.474576271
Pilot.com,$1B,26-03-2021,Fintech,San Francisco,United States,North America,2016,$161M,"Index Ventures, Sequoia Capital, Bezos Expeditions",2021,5,1,0.161,Low Funding,6.211180124
Prime Medicine,$1B,13-07-2021,Health,Cambridge,United States,North America,2019,$315M,"Newpath Partners, Google Ventures, F-Prime Capital",2021,2,1,0.315,Low Funding,3.174603175
Public,$1B,17-02-2021,Fintech,New York,United States,North America,2008,$309M,"Accel, Greycroft, Advancit Capital",2021,13,1,0.309,Low Funding,3.236245955
Qumulo,$1B,16-07-2020,Data management & analytics,Seattle,United States,North America,2012,$347M,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners",2020,8,1,0.347,Low Funding,2.88184438
Rohlik,$1B,01-07-2021,"Supply chain, logistics, & delivery",Prague,Czech Republic,Europe,2019,$380M,"Partech Partners, Index Ventures, Quadrille Capital",2021,2,1,0.38,Low Funding,2.631578947
SeekOut,$1B,12-01-2022,Internet software & services,Bellevue,United States,North America,2017,$189M,"Mayfield, Madrona Venture Group, Tiger Global Management",2022,5,1,0.189,Low Funding,5.291005291
SmartMore,$1B,24-06-2021,Artificial Intelligence,Shenzhen,China,Asia,2019,$300M,"IDG Capital, ZhenFund, Sequoia Capital China",2021,2,1,0.3,Low Funding,3.333333333
Tealium,$1B,03-02-2021,Internet software & services,San Diego,United States,North America,2008,$264M,"Georgian Partners, Silver Lake, Presidio Ventures",2021,13,1,0.264,Low Funding,3.787878788
UpGrad,$1B,09-08-2021,Edtech,Mumbai,India,Asia,2015,$194M,"Qualcomm Ventures, Accel, Canaan Partners",2021,6,1,0.194,Low Funding,5.154639175
